CustomerID,total_spend,order_count,avg_order_value,first_purchase_date,last_purchase_date,days_since_last_purchase,customer_tenure_days,r_score,f_score,m_score,rfm_score,value_tier
497739007,2580.93,32,80.65,2012-03-06,2013-03-14,17,390,1,1,2,4,Lower 20%
497742882,8162.54,65,125.58,2012-03-04,2013-03-29,2,392,4,3,5,12,Top 20%
497754755,2421.59,120,20.18,2012-03-05,2013-03-12,19,391,1,5,2,8,Lower 20%
497758413,5857.32,89,65.81,2012-03-03,2013-03-26,5,393,3,4,4,11,Upper 20%
497773014,6727.68,64,105.12,2012-03-08,2013-03-28,3,388,3,3,5,11,Top 20%
497781012,4340.01,44,98.64,2012-03-16,2013-03-30,1,380,4,2,4,10,Upper 20%
497781384,2710.14,76,35.66,2012-03-04,2013-03-07,24,392,1,3,3,7,Middle 20%
497788204,4844.47,77,62.92,2012-03-07,2013-03-11,20,389,1,4,4,9,Upper 20%
497808106,7710.94,59,130.69,2012-03-04,2013-03-08,23,392,1,3,5,9,Top 20%
497815856,5392.93,131,41.17,2012-03-02,2013-03-10,21,394,1,5,4,10,Upper 20%
497815980,3768.6,101,37.31,2012-03-02,2013-03-30,1,394,4,4,3,11,Middle 20%
497817096,2521.94,61,41.34,2012-03-15,2013-03-01,30,381,1,3,2,6,Lower 20%
497817561,1539.24,55,27.99,2012-03-08,2013-03-30,1,388,4,2,2,8,Lower 20%
497840811,4024.88,140,28.75,2012-03-02,2013-03-24,7,394,2,5,4,11,Upper 20%
497842113,3665.52,84,43.64,2012-03-10,2013-03-24,7,386,2,4,3,9,Middle 20%
497842857,1686.98,95,17.76,2012-04-07,2013-03-22,9,358,2,4,2,8,Lower 20%
497852064,2135.88,53,40.3,2012-03-04,2013-03-10,21,392,1,2,2,5,Lower 20%
497854141,3728.12,158,23.6,2012-03-03,2013-03-12,19,393,1,5,3,9,Middle 20%
497863472,2615.84,29,90.2,2012-03-02,2013-03-24,7,394,2,1,2,5,Lower 20%
497878724,5387.85,75,71.84,2012-03-04,2013-03-22,9,392,2,3,4,9,Upper 20%
497883653,4323.76,69,62.66,2012-03-03,2013-03-25,6,393,3,3,4,10,Upper 20%
497887063,4883.01,63,77.51,2012-03-06,2013-03-20,11,390,2,3,4,9,Upper 20%
497889636,1568.22,35,44.81,2012-03-12,2013-03-21,10,384,2,1,2,5,Lower 20%
497895867,9875.14,59,167.38,2012-03-05,2013-03-07,24,391,1,3,5,9,Top 20%
497899308,4062.25,37,109.79,2012-03-04,2013-03-29,2,392,4,2,4,10,Upper 20%
497915335,3975.21,70,56.79,2012-03-02,2013-03-19,12,394,1,3,3,7,Middle 20%
497921535,5615.44,51,110.11,2012-03-08,2013-03-26,5,388,3,2,4,9,Upper 20%
497937376,7993.29,122,65.52,2012-03-04,2013-03-30,1,392,4,5,5,14,Top 20%
497949838,6966.0,57,122.21,2012-03-05,2013-03-21,10,391,2,3,5,10,Top 20%
497962238,6117.22,101,60.57,2012-03-06,2013-03-26,5,390,3,4,5,12,Top 20%
497976250,4066.42,109,37.31,2012-03-02,2013-03-30,1,394,4,4,4,12,Upper 20%
497978451,4004.79,134,29.89,2012-03-02,2013-03-12,19,394,1,5,4,10,Upper 20%
497980807,4442.19,98,45.33,2012-03-06,2013-03-11,20,390,1,4,4,9,Upper 20%
497999004,9926.16,232,42.79,2012-03-03,2013-03-16,15,393,1,5,5,11,Top 20%
498005855,4551.53,64,71.12,2012-03-05,2013-03-13,18,391,1,3,4,8,Upper 20%
498007653,6979.85,105,66.47,2012-03-02,2013-03-30,1,394,4,4,5,13,Top 20%
498045907,6147.25,68,90.4,2012-03-04,2013-03-24,7,392,2,3,5,10,Top 20%
498052417,3793.84,51,74.39,2012-03-02,2013-03-20,11,394,2,2,3,7,Middle 20%
498055796,3604.41,119,30.29,2012-03-02,2013-03-30,1,394,4,5,3,12,Middle 20%
498060167,5637.09,199,28.33,2012-03-06,2013-03-30,1,390,4,5,4,13,Upper 20%
498063639,6208.07,65,95.51,2012-03-02,2013-03-29,2,394,4,3,5,12,Top 20%
498074644,4095.26,114,35.92,2012-03-02,2013-03-30,1,394,4,5,4,13,Upper 20%
498075574,4840.83,202,23.96,2012-03-02,2013-03-27,4,394,3,5,4,12,Upper 20%
498090175,2726.37,122,22.35,2012-03-03,2013-03-03,28,393,1,5,3,9,Middle 20%
498096778,733.3,41,17.89,2012-03-04,2013-03-10,21,392,1,2,1,4,Bottom 20%
498112650,5212.43,111,46.96,2012-03-02,2013-03-06,25,394,1,5,4,10,Upper 20%
498124492,4102.39,27,151.94,2012-03-02,2013-03-29,2,394,4,1,4,9,Upper 20%
498129173,5392.16,113,47.72,2012-03-02,2013-03-30,1,394,4,5,4,13,Upper 20%
498156019,6334.38,71,89.22,2012-03-03,2013-03-22,9,393,2,3,5,10,Top 20%
498158530,5533.22,95,58.24,2012-03-02,2013-03-08,23,394,1,4,4,9,Upper 20%
498203387,3504.76,107,32.75,2012-03-05,2013-03-11,20,391,1,4,3,8,Middle 20%
498204100,4421.99,113,39.13,2012-03-04,2013-03-24,7,392,2,5,4,11,Upper 20%
498222793,10565.28,243,43.48,2012-03-02,2013-03-30,1,394,4,5,5,14,Top 20%
498239533,6608.45,175,37.76,2012-03-02,2013-03-30,1,394,4,5,5,14,Top 20%
498251158,3785.91,92,41.15,2012-03-04,2013-03-31,0,392,5,4,3,12,Middle 20%
498252305,2166.08,65,33.32,2012-03-08,2013-03-28,3,388,3,3,2,8,Lower 20%
498257637,4316.67,69,62.56,2012-03-03,2013-03-24,7,393,2,3,4,9,Upper 20%
498264116,6320.08,76,83.16,2012-03-08,2013-03-30,1,388,4,3,5,12,Top 20%
498274873,5555.66,196,28.35,2012-03-02,2013-03-12,19,394,1,5,4,10,Upper 20%
498284607,6408.56,48,133.51,2012-03-02,2013-03-07,24,394,1,2,5,8,Top 20%
498298154,4111.1,123,33.42,2012-03-08,2013-03-20,11,388,2,5,4,11,Upper 20%
498303889,5981.96,70,85.46,2012-03-05,2013-03-20,11,391,2,3,5,10,Top 20%
498316227,2661.54,68,39.14,2012-03-17,2013-03-28,3,379,3,3,3,9,Middle 20%
498346855,3208.39,52,61.7,2012-03-02,2013-03-21,10,394,2,2,3,7,Middle 20%
498347413,3369.24,159,21.19,2012-03-02,2013-03-29,2,394,4,5,3,12,Middle 20%
498365920,4751.47,81,58.66,2012-03-09,2013-03-24,7,387,2,4,4,10,Upper 20%
498366571,6870.91,174,39.49,2012-03-02,2013-03-31,0,394,5,5,5,15,Top 20%
498370663,5717.87,165,34.65,2012-03-02,2013-03-30,1,394,4,5,4,13,Upper 20%
498387837,4849.37,159,30.5,2012-03-02,2013-03-23,8,394,2,5,4,11,Upper 20%
498393138,2945.15,66,44.62,2012-03-08,2013-03-25,6,388,3,3,3,9,Middle 20%
498404267,7779.07,62,125.47,2012-03-02,2013-03-30,1,394,4,3,5,12,Top 20%
498417101,1761.74,37,47.61,2012-03-16,2013-03-10,21,380,1,2,2,5,Lower 20%
498433438,9298.45,84,110.7,2012-03-04,2013-03-29,2,392,4,4,5,13,Top 20%
498444567,2771.29,79,35.08,2012-03-08,2013-03-26,5,388,3,4,3,10,Middle 20%
498453991,4317.2,38,113.61,2012-03-03,2013-03-30,1,393,4,2,4,10,Upper 20%
498466949,3818.03,56,68.18,2012-03-04,2013-03-25,6,392,3,3,3,9,Middle 20%
498496957,6714.2,99,67.82,2012-03-08,2013-03-30,1,388,4,4,5,13,Top 20%
498510690,5029.09,51,98.61,2012-03-04,2013-03-10,21,392,1,2,4,7,Upper 20%
498541163,2160.24,70,30.86,2012-03-03,2013-03-09,22,393,1,3,2,6,Lower 20%
498544573,1770.12,35,50.57,2012-03-31,2013-03-22,9,365,2,1,2,5,Lower 20%
498563328,2623.94,90,29.15,2012-03-03,2013-03-24,7,393,2,4,2,8,Lower 20%
498567916,4799.34,45,106.65,2012-03-08,2013-02-26,33,388,1,2,4,7,Upper 20%
498613889,2531.72,81,31.26,2012-03-06,2013-03-10,21,390,1,4,2,7,Lower 20%
498642688,2529.98,22,115.0,2012-03-10,2013-03-26,5,386,3,1,2,6,Lower 20%
498689684,5578.3,95,58.72,2012-03-04,2013-03-30,1,392,4,4,4,12,Upper 20%
498703851,7448.71,84,88.68,2012-03-03,2013-03-30,1,393,4,4,5,13,Top 20%
498726357,3934.39,59,66.68,2012-03-04,2013-03-28,3,392,3,3,3,9,Middle 20%
498749886,3482.05,37,94.11,2012-03-05,2013-03-11,20,391,1,2,3,6,Middle 20%
498775306,7738.28,161,48.06,2012-03-03,2013-03-29,2,393,4,5,5,14,Top 20%
498784575,3114.0,48,64.88,2012-03-05,2013-03-18,13,391,1,2,3,6,Middle 20%
498798277,10023.27,134,74.8,2012-03-03,2013-03-30,1,393,4,5,5,14,Top 20%
498829680,8596.32,108,79.6,2012-03-02,2013-03-30,1,394,4,4,5,13,Top 20%
498888580,6559.11,60,109.32,2012-03-02,2013-03-12,19,394,1,3,5,9,Top 20%
498908203,1897.59,39,48.66,2012-03-06,2013-03-18,13,390,1,2,2,5,Lower 20%
498958268,1259.0,35,35.97,2012-03-03,2013-03-11,20,393,1,1,1,3,Bottom 20%
499010999,38425.13,141,272.52,2012-03-02,2013-03-28,3,394,3,5,5,13,Top 20%
499062955,4334.32,60,72.24,2012-03-06,2013-03-29,2,390,4,3,4,11,Upper 20%
499104743,13289.11,156,85.19,2012-03-02,2013-03-30,1,394,4,5,5,14,Top 20%
499157226,3716.49,58,64.08,2012-03-02,2013-03-16,15,394,1,3,3,7,Middle 20%
499227348,996.75,32,31.15,2012-03-08,2013-03-28,3,388,3,1,1,5,Bottom 20%
499275739,6257.16,67,93.39,2012-03-07,2013-03-24,7,389,2,3,5,10,Top 20%
499279738,2666.63,66,40.4,2012-03-16,2013-03-28,3,380,3,3,3,9,Middle 20%
499312102,8695.02,111,78.33,2012-03-05,2013-03-29,2,391,4,5,5,14,Top 20%
499315264,5796.54,73,79.4,2012-03-03,2013-03-27,4,393,3,3,4,10,Upper 20%
499324192,3991.02,34,117.38,2012-03-17,2013-03-23,8,379,2,1,4,7,Upper 20%
499333461,6171.12,80,77.14,2012-03-03,2013-03-30,1,393,4,4,5,13,Top 20%
499374164,4205.21,71,59.23,2012-03-11,2013-03-24,7,385,2,3,4,9,Upper 20%
499536232,2945.24,41,71.84,2012-03-22,2013-03-27,4,374,3,2,3,8,Middle 20%
499587413,7915.07,64,123.67,2012-03-15,2013-03-30,1,381,4,3,5,12,Top 20%
499596062,2650.78,137,19.35,2012-03-03,2013-03-24,7,393,2,5,3,10,Middle 20%
499606416,1940.45,34,57.07,2012-03-23,2013-03-18,13,373,1,1,2,4,Lower 20%
499645724,7012.06,127,55.21,2012-03-07,2013-03-24,7,389,2,5,5,12,Top 20%
499678863,3628.77,45,80.64,2012-03-02,2013-03-28,3,394,3,2,3,8,Middle 20%
499710080,3377.78,57,59.26,2012-03-02,2013-03-29,2,394,4,3,3,10,Middle 20%
499736709,4516.46,68,66.42,2012-03-02,2013-03-27,4,394,3,3,4,10,Upper 20%
499748241,1597.95,12,133.16,2012-03-06,2013-03-04,27,390,1,1,2,4,Lower 20%
499749915,1337.72,73,18.32,2012-03-04,2013-03-23,8,392,2,3,1,6,Bottom 20%
499781907,3748.39,77,48.68,2012-03-06,2013-03-12,19,390,1,4,3,8,Middle 20%
499787766,11117.53,57,195.04,2012-03-03,2013-03-29,2,393,4,3,5,12,Top 20%
499794772,2270.57,33,68.81,2012-03-03,2013-03-12,19,393,1,1,2,4,Lower 20%
499821339,5399.68,59,91.52,2012-03-05,2013-03-21,10,391,2,3,4,9,Upper 20%
499846201,7294.73,54,135.09,2012-03-03,2013-03-15,16,393,1,2,5,8,Top 20%
499885788,6528.4,72,90.67,2012-03-02,2013-03-30,1,394,4,3,5,12,Top 20%
499887586,954.93,17,56.17,2012-03-27,2013-03-07,24,369,1,1,1,3,Bottom 20%
499895739,1609.39,68,23.67,2012-03-06,2013-03-21,10,390,2,3,2,7,Lower 20%
499908294,769.5,24,32.06,2012-03-07,2013-03-16,15,389,1,1,1,3,Bottom 20%
499932226,7224.97,108,66.9,2012-03-03,2013-03-12,19,393,1,4,5,10,Top 20%
499968806,1033.44,40,25.84,2012-03-02,2013-03-08,23,394,1,2,1,4,Bottom 20%
499973673,2812.64,61,46.11,2012-03-08,2013-03-24,7,388,2,3,3,8,Middle 20%
499977548,3018.33,28,107.8,2012-03-06,2013-03-12,19,390,1,1,3,5,Middle 20%
499981547,10393.36,89,116.78,2012-03-03,2013-03-26,5,393,3,4,5,12,Top 20%
499985453,3153.29,57,55.32,2012-03-02,2013-03-04,27,394,1,3,3,7,Middle 20%
500012392,3561.27,62,57.44,2012-03-03,2013-03-31,0,393,5,3,3,11,Middle 20%
500024885,8551.59,118,72.47,2012-03-04,2013-03-29,2,392,4,5,5,14,Top 20%
500041749,2606.71,37,70.45,2012-03-05,2013-03-31,0,391,5,2,2,9,Lower 20%
500048011,6720.61,84,80.01,2012-03-05,2013-03-24,7,391,2,4,5,11,Top 20%
500063201,6841.48,113,60.54,2012-03-06,2013-03-27,4,390,3,5,5,13,Top 20%
500068998,12102.2,150,80.68,2012-03-02,2013-03-27,4,394,3,5,5,13,Top 20%
500074237,3474.57,80,43.43,2012-03-04,2013-03-30,1,392,4,4,3,11,Middle 20%
500086761,2398.93,53,45.26,2012-03-08,2013-03-21,10,388,2,2,2,6,Lower 20%
500099936,9645.38,162,59.54,2012-03-04,2013-03-30,1,392,4,5,5,14,Top 20%
500101424,8915.48,128,69.65,2012-03-09,2013-03-29,2,387,4,5,5,14,Top 20%
500128394,2964.38,42,70.58,2012-04-05,2013-03-24,7,360,2,2,3,7,Middle 20%
500129355,2652.5,48,55.26,2012-03-08,2013-03-06,25,388,1,2,3,6,Middle 20%
500130068,6951.42,141,49.3,2012-03-04,2013-03-27,4,392,3,5,5,13,Top 20%
500144762,3480.48,38,91.59,2012-03-04,2013-03-19,12,392,1,2,3,6,Middle 20%
500155147,7086.58,68,104.21,2012-03-11,2013-03-30,1,385,4,3,5,12,Top 20%
500175793,2953.94,82,36.02,2012-03-06,2013-03-28,3,390,3,4,3,10,Middle 20%
500176940,5055.5,96,52.66,2012-03-07,2013-03-29,2,389,4,4,4,12,Upper 20%
500186426,7341.25,29,253.15,2012-03-04,2013-03-09,22,392,1,1,5,7,Top 20%
500222417,2711.39,124,21.87,2012-03-02,2013-03-20,11,394,2,5,3,10,Middle 20%
500239405,4207.03,152,27.68,2012-03-02,2013-03-28,3,394,3,5,4,12,Upper 20%
500240273,5386.83,68,79.22,2012-03-02,2013-03-29,2,394,4,3,4,11,Upper 20%
500247558,2776.38,55,50.48,2012-03-04,2013-03-10,21,392,1,2,3,6,Middle 20%
500259803,7241.08,76,95.28,2012-03-05,2013-03-31,0,391,5,3,5,13,Top 20%
500260206,3463.05,63,54.97,2012-03-02,2013-03-30,1,394,4,3,3,10,Middle 20%
500267119,1863.03,50,37.26,2012-03-09,2013-03-28,3,387,3,2,2,7,Lower 20%
500275148,1974.95,30,65.83,2012-03-13,2013-03-09,22,383,1,1,2,4,Lower 20%
500279767,2604.11,116,22.45,2012-03-05,2013-03-12,19,391,1,5,2,8,Lower 20%
500302242,1361.21,29,46.94,2012-04-18,2013-03-13,18,347,1,1,1,3,Bottom 20%
500302738,2076.16,58,35.8,2012-03-09,2013-03-08,23,387,1,3,2,6,Lower 20%
500312069,10298.42,171,60.22,2012-03-02,2013-03-31,0,394,5,5,5,15,Top 20%
500312286,3349.04,91,36.8,2012-03-04,2013-03-30,1,392,4,4,3,11,Middle 20%
500350726,8937.5,136,65.72,2012-03-04,2013-03-30,1,392,4,5,5,14,Top 20%
500359375,8780.51,135,65.04,2012-03-03,2013-03-28,3,393,3,5,5,13,Top 20%
500374069,2314.03,27,85.7,2012-03-14,2013-03-31,0,382,5,1,2,8,Lower 20%
500378130,6890.94,155,44.46,2012-03-07,2013-03-28,3,389,3,5,5,13,Top 20%
500389538,9359.43,95,98.52,2012-03-04,2013-03-29,2,392,4,4,5,13,Top 20%
500403395,1779.16,93,19.13,2012-03-03,2013-03-24,7,393,2,4,2,8,Lower 20%
500414803,3826.4,62,61.72,2012-03-05,2013-03-30,1,391,4,3,3,10,Middle 20%
500414834,3893.61,66,58.99,2012-03-07,2013-03-06,25,389,1,3,3,7,Middle 20%
500429280,2868.46,96,29.88,2012-03-12,2013-03-28,3,384,3,4,3,10,Middle 20%
500446702,4592.86,53,86.66,2012-03-05,2013-03-11,20,391,1,2,4,7,Upper 20%
500471533,5204.19,87,59.82,2012-03-06,2013-03-09,22,390,1,4,4,9,Upper 20%
500520389,5295.5,103,51.41,2012-03-02,2013-03-11,20,394,1,4,4,9,Upper 20%
500522187,3119.48,83,37.58,2012-03-02,2013-02-18,41,394,1,4,3,8,Middle 20%
500530960,2729.51,131,20.84,2012-03-02,2013-03-22,9,394,2,5,3,10,Middle 20%
500539361,4157.45,96,43.31,2012-03-11,2013-03-23,8,385,2,4,4,10,Upper 20%
500550986,1465.71,60,24.43,2012-03-07,2013-03-20,11,389,2,3,2,7,Lower 20%
500560224,2710.56,38,71.33,2012-03-06,2013-03-29,2,390,4,2,3,9,Middle 20%
500572159,3955.76,120,32.96,2012-03-04,2013-03-30,1,392,4,5,3,12,Middle 20%
500578297,3982.81,86,46.31,2012-03-04,2013-03-23,8,392,2,4,3,9,Middle 20%
500579196,570.86,27,21.14,2012-03-05,2013-03-05,26,391,1,1,1,3,Bottom 20%
500597083,5221.92,77,67.82,2012-03-03,2013-03-23,8,393,2,4,4,10,Upper 20%
500597889,850.99,15,56.73,2012-03-04,2013-03-03,28,392,1,1,1,3,Bottom 20%
500613916,3079.51,52,59.22,2012-03-03,2013-03-27,4,393,3,2,3,8,Middle 20%
500634500,5887.83,81,72.69,2012-03-04,2013-03-24,7,392,2,4,4,10,Upper 20%
500636143,3721.98,78,47.72,2012-03-06,2013-03-31,0,390,5,4,3,12,Middle 20%
500668693,1591.63,72,22.11,2012-03-06,2013-03-29,2,390,4,3,2,9,Lower 20%
500674986,8135.32,65,125.16,2012-03-03,2013-03-30,1,393,4,3,5,12,Top 20%
500681899,4208.84,71,59.28,2012-03-03,2013-03-29,2,393,4,3,4,11,Upper 20%
500692377,4168.89,151,27.61,2012-03-03,2013-03-11,20,393,1,5,4,10,Upper 20%
500695353,3816.74,42,90.87,2012-03-03,2013-03-31,0,393,5,2,3,10,Middle 20%
500698143,8311.61,112,74.21,2012-03-04,2013-03-29,2,392,4,5,5,14,Top 20%
500701553,2106.36,17,123.9,2012-03-28,2013-03-11,20,368,1,1,2,4,Lower 20%
500737947,8896.33,95,93.65,2012-03-07,2013-03-23,8,389,2,4,5,11,Top 20%
500739466,3883.24,89,43.63,2012-03-03,2013-03-23,8,393,2,4,3,9,Middle 20%
500739776,4657.42,54,86.25,2012-03-04,2013-03-11,20,392,1,2,4,7,Upper 20%
500753974,7105.18,85,83.59,2012-03-05,2013-03-29,2,391,4,4,5,13,Top 20%
500756981,2868.06,72,39.83,2012-03-02,2013-03-19,12,394,1,3,3,7,Middle 20%
500761321,4635.13,47,98.62,2012-03-03,2013-03-24,7,393,2,2,4,8,Upper 20%
500766963,6102.17,152,40.15,2012-03-03,2013-03-18,13,393,1,5,5,11,Top 20%
500767118,2793.77,37,75.51,2012-05-02,2013-03-18,13,333,1,2,3,6,Middle 20%
500780107,3106.46,77,40.34,2012-03-04,2013-03-24,7,392,2,4,3,9,Middle 20%
500788322,1992.22,46,43.31,2012-03-13,2013-03-22,9,383,2,2,2,6,Lower 20%
500794460,3144.61,58,54.22,2012-03-05,2013-03-22,9,391,2,3,3,8,Middle 20%
500801714,7269.91,82,88.66,2012-03-03,2013-03-28,3,393,3,4,5,12,Top 20%
500815106,2568.96,52,49.4,2012-03-07,2013-03-12,19,389,1,2,2,5,Lower 20%
500816284,5651.72,150,37.68,2012-03-02,2013-03-29,2,394,4,5,4,13,Upper 20%
500832404,3043.12,69,44.1,2012-03-02,2013-03-20,11,394,2,3,3,8,Middle 20%
500847377,6467.22,88,73.49,2012-03-04,2013-03-31,0,392,5,4,5,14,Top 20%
500867155,2732.25,36,75.9,2012-03-04,2013-03-27,4,392,3,2,3,8,Middle 20%
500876300,1823.39,48,37.99,2012-03-05,2013-03-04,27,391,1,2,2,5,Lower 20%
500876486,10336.75,160,64.6,2012-03-04,2013-03-31,0,392,5,5,5,15,Top 20%
500887305,9581.28,106,90.39,2012-03-03,2013-03-30,1,393,4,4,5,13,Top 20%
500892792,1474.47,39,37.81,2012-03-06,2013-03-23,8,390,2,2,2,6,Lower 20%
500895303,1978.55,75,26.38,2012-03-04,2013-03-28,3,392,3,3,2,8,Lower 20%
500909625,3446.74,71,48.55,2012-03-02,2013-03-28,3,394,3,3,3,9,Middle 20%
500919824,4953.71,58,85.41,2012-03-03,2013-03-09,22,393,1,3,4,8,Upper 20%
500925621,4177.56,142,29.42,2012-03-02,2013-03-30,1,394,4,5,4,13,Upper 20%
500932317,1677.15,70,23.96,2012-03-04,2013-03-05,26,392,1,3,2,6,Lower 20%
500949119,7566.71,129,58.66,2012-03-02,2013-03-08,23,394,1,5,5,11,Top 20%
500956621,4414.27,69,63.97,2012-03-05,2013-03-11,20,391,1,3,4,8,Upper 20%
500958543,2291.43,61,37.56,2012-03-08,2013-03-06,25,388,1,3,2,6,Lower 20%
500961767,1103.17,25,44.13,2012-03-12,2013-03-17,14,384,1,1,1,3,Bottom 20%
501001447,4027.46,84,47.95,2012-03-02,2013-03-10,21,394,1,4,4,9,Upper 20%
501002098,4752.79,61,77.91,2012-03-03,2013-03-26,5,393,3,3,4,10,Upper 20%
501007957,1571.57,67,23.46,2012-03-06,2013-03-08,23,390,1,3,2,6,Lower 20%
501020698,1651.59,60,27.53,2012-03-02,2013-03-24,7,394,2,3,2,7,Lower 20%
501025658,3291.49,95,34.65,2012-03-05,2013-03-23,8,391,2,4,3,9,Middle 20%
501029440,3550.19,45,78.89,2012-03-09,2013-03-07,24,387,1,2,3,6,Middle 20%
501031052,7427.35,60,123.79,2012-03-03,2013-03-29,2,393,4,3,5,12,Top 20%
501036291,6062.9,73,83.05,2012-03-03,2013-03-28,3,393,3,3,5,11,Top 20%
501048660,3091.8,105,29.45,2012-03-09,2013-03-11,20,387,1,4,3,8,Middle 20%
501051667,4744.27,116,40.9,2012-03-03,2013-03-11,20,393,1,5,4,10,Upper 20%
501066485,3491.72,29,120.4,2012-04-29,2013-03-27,4,336,3,1,3,7,Middle 20%
501109482,3144.73,52,60.48,2012-03-02,2013-03-05,26,394,1,2,3,6,Middle 20%
501123308,8396.7,167,50.28,2012-03-04,2013-03-28,3,392,3,5,5,13,Top 20%
501129942,1464.71,23,63.68,2012-03-08,2013-03-09,22,388,1,1,2,4,Lower 20%
501134406,3235.72,75,43.14,2012-03-05,2013-03-24,7,391,2,3,3,8,Middle 20%
501160787,9351.11,58,161.23,2012-03-02,2013-03-22,9,394,2,3,5,10,Top 20%
501177093,2595.98,81,32.05,2012-03-02,2013-03-10,21,394,1,4,2,7,Lower 20%
501275456,543.27,28,19.4,2012-03-19,2013-03-05,26,377,1,1,1,3,Bottom 20%
501275673,4580.92,74,61.9,2012-03-06,2013-03-30,1,390,4,3,4,11,Upper 20%
501328776,5033.2,52,96.79,2012-03-04,2013-03-18,13,392,1,2,4,7,Upper 20%
501378562,7023.62,113,62.16,2012-03-02,2013-03-11,20,394,1,5,5,11,Top 20%
501583379,2530.84,65,38.94,2012-03-07,2013-03-08,23,389,1,3,2,6,Lower 20%
501586634,2762.88,57,48.47,2012-03-02,2013-03-08,23,394,1,3,3,7,Middle 20%
502257226,2429.76,78,31.15,2012-03-07,2013-03-31,0,389,5,4,2,11,Lower 20%
502538427,6033.59,86,70.16,2012-03-03,2013-03-29,2,393,4,4,5,13,Top 20%
504945391,1360.71,6,226.78,2012-09-16,2013-03-24,7,196,2,1,1,4,Bottom 20%
507179220,124.73,11,11.34,2012-03-19,2013-02-28,31,377,1,1,1,3,Bottom 20%
508720013,719.37,35,20.55,2012-05-30,2013-03-28,3,305,3,1,1,5,Bottom 20%
510021827,967.01,46,21.02,2012-03-08,2013-03-30,1,388,4,2,1,7,Bottom 20%
510155468,697.41,35,19.93,2012-03-05,2013-02-26,33,391,1,1,1,3,Bottom 20%
510215856,813.19,41,19.83,2012-03-23,2013-03-22,9,373,2,2,1,5,Bottom 20%
511199889,1020.94,30,34.03,2012-03-21,2013-03-17,14,375,1,1,1,3,Bottom 20%
511575919,822.63,37,22.23,2012-07-05,2013-03-29,2,269,4,2,1,7,Bottom 20%
512130385,810.41,37,21.9,2012-06-16,2013-03-31,0,288,5,2,1,8,Bottom 20%
512571639,13699.96,125,109.6,2012-03-03,2013-03-23,8,393,2,5,5,12,Top 20%
512631655,1600.41,31,51.63,2012-03-04,2013-03-13,18,392,1,1,2,4,Lower 20%
513433439,6072.5,142,42.76,2012-03-02,2013-03-31,0,394,5,5,5,15,Top 20%
513513667,11131.0,232,47.98,2012-03-02,2013-03-31,0,394,5,5,5,15,Top 20%
513650315,1724.64,64,26.95,2012-03-10,2013-03-30,1,386,4,3,2,9,Lower 20%
513758753,11570.72,196,59.03,2012-03-05,2013-03-31,0,391,5,5,5,15,Top 20%
514498723,1284.76,48,26.77,2012-03-30,2013-03-30,1,366,4,2,1,7,Bottom 20%
514664108,6149.59,90,68.33,2012-03-03,2013-03-28,3,393,3,4,5,12,Top 20%
514849860,6601.95,124,53.24,2012-03-02,2013-03-26,5,394,3,5,5,13,Top 20%
514953090,1044.77,30,34.83,2012-03-03,2013-03-13,18,393,1,1,1,3,Bottom 20%
515258378,2234.54,37,60.39,2012-03-04,2013-03-26,5,392,3,2,2,7,Lower 20%
515863963,561.96,61,9.21,2012-03-02,2013-03-28,3,394,3,3,1,7,Bottom 20%
516185588,377.9,29,13.03,2012-03-22,2013-02-15,44,374,1,1,1,3,Bottom 20%
516480801,2649.7,29,91.37,2012-04-15,2013-03-10,21,350,1,1,3,5,Middle 20%
516793343,1712.93,43,39.84,2012-03-09,2013-03-23,8,387,2,2,2,6,Lower 20%
517391085,76869.16,366,210.03,2012-03-02,2013-03-31,0,394,5,5,5,15,Top 20%
518088895,3378.32,24,140.76,2012-03-23,2013-03-14,17,373,1,1,3,5,Middle 20%
518371863,1014.12,35,28.97,2012-03-08,2013-03-29,2,388,4,1,1,6,Bottom 20%
520022830,536985.63,359,1495.78,2012-03-02,2013-03-31,0,394,5,5,5,15,Top 20%
520248045,85780.08,324,264.75,2012-03-02,2013-03-31,0,394,5,5,5,15,Top 20%
521359860,1001.11,76,13.17,2012-03-03,2013-03-27,4,393,3,3,1,7,Bottom 20%
522138828,3634.74,61,59.59,2012-03-04,2013-03-21,10,392,2,3,3,8,Middle 20%
522581663,3473.75,67,51.85,2012-03-04,2013-03-28,3,392,3,3,3,9,Middle 20%
522591707,5318.55,99,53.72,2012-03-05,2013-03-30,1,391,4,4,4,12,Upper 20%
522592358,4351.93,38,114.52,2012-03-25,2013-03-13,18,371,1,2,4,7,Upper 20%
522640687,4715.49,29,162.6,2012-03-03,2013-03-24,7,393,2,1,4,7,Upper 20%
522771507,12835.79,64,200.56,2012-03-05,2013-03-25,6,391,3,3,5,11,Top 20%
523035131,8430.18,66,127.73,2012-03-04,2013-03-30,1,392,4,3,5,12,Top 20%
523044059,8985.78,89,100.96,2012-03-05,2013-03-29,2,391,4,4,5,13,Top 20%
523062163,5853.32,79,74.09,2012-03-02,2013-03-17,14,394,1,4,4,9,Upper 20%
523220697,3783.71,85,44.51,2012-03-03,2013-03-31,0,393,5,4,3,12,Middle 20%
523388438,6433.58,56,114.89,2012-03-10,2013-03-29,2,386,4,3,5,12,Top 20%
